full_name,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_home,minutes_played_away,nationality,appearances_home,appearances_away,age,minutes_played_overall,appearances_overall,goals_overall,assists_overall,penalty_goals,penalty_misses,conceded_overall,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,clean_sheets_overall,rank,goals_home,goals_away,assists_home,assists_away,clean_sheets_home,clean_sheets_away,conceded_home,conceded_away,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_club_top_scorer,rank_frac,rank_in_league_top_Strikers,rank_in_league_top_Strikers,rank_in_league_top_attackers
Cheikhou Kouyaté,630201600,21-12-89,Premier League,2018/2019,Striker,Crystal Palace,865,1032,Senegal,14,17,31,1897,31,0,2,0,0,24,3,0,0.09,0.09,0,11,13,0,0,1,1,6,5,7,17,0,0,0,1.14,79,61,632,949,0.14,20,12.86181818,-1,161,323
Jamal Lascelles,752976000,11-11-93,Premier League,2018/2019,Striker,Newcastle United,1308,1440,England,16,16,27,2748,32,0,1,0,0,33,4,0,0.03,0.03,0,11,13,0,0,1,0,5,6,16,17,0,0,0,1.08,83,86,687,2748,0.13,23,12.56,41,245,346
Antonio Rüdiger,731116800,03-03-93,Premier League,2018/2019,Striker,Chelsea,1350,1524,Germany,15,18,28,2874,33,1,0,0,0,34,7,0,0.03,0,0.03,12,13,1,0,0,0,7,5,10,24,0.07,0,2874,1.06,85,87,411,0,0.22,13,12.65090909,38,374,259
Solomon March,774662400,20-07-94,Premier League,2018/2019,Striker,Brighton & Hove Albion,1153,1320,England,16,19,26,2473,35,1,5,0,0,39,1,0,0.22,0.18,0.04,6,13,1,0,1,4,4,2,13,26,0.08,0,2473,1.42,63,71,2473,495,0.04,11,12.98545455,-1,82,242
Craig Cathcart,602726400,06-02-89,Premier League,2018/2019,Striker,Watford,1561,1538,Northern Ireland,18,18,32,3099,36,3,0,0,0,52,2,0,0.09,0,0.09,6,13,1,2,0,0,3,3,28,24,0.06,0.12,1033,1.51,60,86,1550,0,0.06,6,12.90727273,119,400,177
Jack Cork,614736000,25-06-89,Premier League,2018/2019,Striker,Burnley,1693,1620,England,19,18,31,3313,37,1,2,0,0,54,6,0,0.08,0.05,0.03,8,13,1,0,1,1,5,3,27,27,0.05,0,3313,1.47,61,90,552,1657,0.16,11,12.06909091,-1,204,249
Charlie Taylor,748310400,18-09-93,Premier League,2018/2019,Striker,Burnley,1636,1604,England,19,19,27,3240,38,0,1,0,0,53,2,0,0.03,0.03,0,8,13,0,0,1,0,5,3,24,29,0,0,0,1.47,61,85,1620,3240,0.06,19,12.37818182,111,239,381
Kasper Schmeichel,531532800,05-11-86,Premier League,2018/2019,Striker,Leicester City,1710,1710,Denmark,19,19,34,3420,38,0,0,0,0,43,3,0,0,0,0,10,13,0,0,0,0,6,4,18,25,0,0,0,1.13,80,90,1140,0,0.08,25,12.40909091,50,302,342
Mesut Özil,592876800,15-10-88,Premier League,2018/2019,Striker,Arsenal,1139,602,Germany,14,10,32,1741,24,5,2,0,0,23,2,0,0.36,0.1,0.26,6,14,4,1,2,0,5,1,11,12,0.32,0.15,348,1.19,76,73,871,871,0.1,4,13.81090909,-1,151,73
John Stones,770083200,28-05-94,Premier League,2018/2019,Striker,Manchester City,968,794,England,12,12,26,1762,24,0,0,0,0,15,1,0,0,0,0,13,14,0,0,0,0,6,7,8,7,0,0,0,0.77,117,73,1762,0,0.05,17,13.86363636,17,418,309
Dele Alli,829180800,11-04-96,Premier League,2018/2019,Striker,Tottenham Hotspur,755,1072,England,11,14,24,1827,25,5,3,0,0,17,4,0,0.39,0.15,0.25,7,14,1,4,2,1,3,4,4,13,0.12,0.34,365,0.84,107,73,457,609,0.2,5,13.83545455,-1,97,82
Jesse Lingard,724377600,15-12-92,Premier League,2018/2019,Striker,Manchester United,963,705,England,15,12,28,1668,27,4,2,1,0,25,3,0,0.32,0.11,0.22,6,14,1,3,1,1,2,4,16,9,0.09,0.38,417,1.35,67,62,556,834,0.16,5,13.92272727,-1,135,87
Callum Paterson,782006400,13-10-94,Premier League,2018/2019,Striker,Cardiff City,1024,972,Scotland,14,13,26,1996,27,4,1,0,0,37,4,0,0.23,0.05,0.18,7,14,3,1,0,1,5,2,18,19,0.26,0.09,499,1.67,54,74,499,1996,0.18,3,13.32363636,137,202,108
Kieran Trippier,653702400,19-09-90,Premier League,2018/2019,Striker,Tottenham Hotspur,1188,1090,England,14,13,30,2278,27,1,3,0,0,20,2,0,0.16,0.12,0.04,10,14,1,0,0,3,5,5,10,10,0.08,0,2278,0.79,114,84,1139,759,0.08,12,13.63818182,19,122,230
Steve Cook,672019200,19-04-91,Premier League,2018/2019,Striker,AFC Bournemouth,1350,1437,England,15,16,29,2787,31,1,1,0,0,53,3,0,0.06,0.03,0.03,9,14,0,1,0,1,6,3,17,36,0,0.06,2787,1.71,53,90,929,2787,0.1,9,13.93818182,145,243,254
Mateo Kovačić,768182400,06-05-94,Premier League,2018/2019,Striker,Chelsea,968,775,Croatia,17,15,26,1743,32,0,2,0,0,18,3,0,0.1,0.1,0,12,14,0,0,1,1,8,4,4,14,0,0,0,0.93,97,54,581,872,0.15,20,13.33636364,-1,150,291
Idrissa Gana Gueye,622771200,26-09-89,Premier League,2018/2019,Striker,Everton,1407,1418,Senegal,16,17,31,2825,33,0,2,0,0,29,6,0,0.06,0.06,0,13,14,0,0,1,1,9,4,10,19,0,0,0,0.92,97,86,471,1413,0.19,19,13.75636364,-1,193,413
Toby Alderweireld,604800000,02-03-89,Premier League,2018/2019,Striker,Tottenham Hotspur,1549,1375,Belgium,18,16,32,2924,34,0,0,0,0,28,3,0,0,0,0,12,14,0,0,0,0,6,6,15,13,0,0,0,0.86,104,86,975,0,0.09,20,13.04545455,20,275,356
Sean Morrison,663292800,08-01-91,Premier League,2018/2019,Striker,Cardiff City,1600,1440,England,18,16,30,3040,34,1,3,0,0,57,6,0,0.12,0.09,0.03,9,14,0,1,2,1,4,5,34,23,0,0.06,3040,1.69,53,89,507,1013,0.18,8,13.92181818,140,164,255
Shane Duffy,694224000,01-01-92,Premier League,2018/2019,Striker,Brighton & Hove Albion,1558,1530,Republic of Ireland,18,17,29,3088,35,5,1,0,0,51,5,1,0.17,0.03,0.15,7,14,2,3,1,0,5,2,23,28,0.12,0.18,618,1.49,61,88,515,3088,0.17,2,13.98636364,115,253,123
Aaron Wan-Bissaka,880502400,26-11-97,Premier League,2018/2019,Striker,Crystal Palace,1605,1530,England,18,17,23,3135,35,0,3,0,0,41,5,1,0.09,0.09,0,12,14,0,0,1,2,7,5,17,24,0,0,0,1.18,76,90,523,1045,0.17,22,13.90727273,-1,160,312
Willy Boly,665539200,03-02-91,Premier League,2018/2019,Striker,Wolverhampton Wanderers,1530,1639,France,17,19,30,3169,36,4,0,0,0,38,3,1,0.11,0,0.11,8,14,2,2,0,0,6,2,17,21,0.12,0.11,792,1.08,83,88,792,0,0.11,4,13.17454545,43,312,148
Ben Chilwell,851126400,21-12-96,Premier League,2018/2019,Striker,Leicester City,1620,1620,England,18,18,24,3240,36,0,4,0,0,39,4,0,0.11,0.11,0,10,14,0,0,1,3,6,4,15,24,0,0,0,1.08,83,90,810,810,0.11,16,13.76545455,44,139,344
Nathaniel Mendez-Laing,703296000,15-04-92,Premier League,2018/2019,Striker,Cardiff City,442,542,England,9,11,28,984,20,4,1,1,0,15,0,0,0.46,0.09,0.37,6,15,0,4,1,0,3,3,8,7,0,0.66,246,1.37,66,49,0,984,0,5,14.28363636,-1,159,46
Junior Stanislas,628041600,26-11-89,Premier League,2018/2019,Striker,AFC Bournemouth,559,468,England,12,11,31,1027,23,2,3,1,0,24,1,0,0.44,0.26,0.18,7,15,1,1,3,0,4,3,8,16,0.16,0.19,514,2.1,43,45,1027,342,0.09,7,14.56181818,-1,35,104
Henrikh Mkhitaryan,601344000,21-01-89,Premier League,2018/2019,Striker,Arsenal,650,993,Armenia,11,14,32,1643,25,6,4,0,0,25,1,0,0.55,0.22,0.33,4,15,3,3,3,1,3,1,9,16,0.42,0.27,274,1.37,66,66,1643,411,0.05,3,14.87272727,-1,56,53
James Ward-Prowse,783648000,01-11-94,Premier League,2018/2019,Striker,Southampton,942,1000,England,13,13,26,1942,26,7,0,1,0,36,4,0,0.32,0,0.32,4,15,5,2,0,0,2,2,15,21,0.48,0.18,277,1.67,54,75,486,0,0.19,1,14.41272727,-1,347,58
Johann Berg Guðmunds­son,656985600,27-10-90,Premier League,2018/2019,Striker,Burnley,847,901,Iceland,15,14,30,1748,29,3,6,0,0,31,2,0,0.46,0.31,0.15,6,15,0,3,5,1,4,2,13,18,0,0.3,583,1.6,56,60,874,291,0.1,5,14.73818182,-1,18,122
Moussa Sissoko,619228800,16-08-89,Premier League,2018/2019,Striker,Tottenham Hotspur,1187,1149,France,15,14,31,2336,29,0,3,0,0,26,2,0,0.12,0.12,0,11,15,0,0,2,1,6,5,10,16,0,0,0,1,90,81,1168,779,0.08,25,14.10363636,-1,131,354
Jeffrey Schlupp,725068800,23-12-92,Premier League,2018/2019,Striker,Crystal Palace,849,816,Ghana,14,16,28,1665,30,4,1,0,0,24,1,0,0.27,0.05,0.22,8,15,1,3,1,0,4,4,11,13,0.11,0.33,416,1.3,69,56,1665,1665,0.05,5,14.72181818,86,209,89
Kurt Zouma,783216000,27-10-94,Premier League,2018/2019,Striker,Everton,1350,1260,France,16,16,26,2610,32,2,2,0,0,37,5,1,0.14,0.07,0.07,11,15,1,1,0,2,8,3,17,20,0.07,0.07,1305,1.28,71,82,522,1305,0.17,7,14.14363636,83,185,192
Michail Antonio,638582400,28-03-90,Premier League,2018/2019,Striker,West Ham United,998,1101,England,16,17,31,2099,33,6,4,0,0,26,3,0,0.43,0.17,0.26,5,15,4,2,2,2,3,2,10,16,0.36,0.16,350,1.11,81,64,700,525,0.13,4,14.72363636,-1,85,77
Hugo Lloris,535939200,26-12-86,Premier League,2018/2019,Striker,Tottenham Hotspur,1620,1350,France,18,15,34,2970,33,0,0,0,0,30,0,0,0,0,0,12,15,0,0,0,0,7,5,13,17,0,0,0,0.91,99,90,0,0,0,19,14.72727273,21,284,339
Demarai Gray,835920000,28-06-96,Premier League,2018/2019,Striker,Leicester City,1069,923,England,17,17,24,1992,34,4,1,0,0,26,2,0,0.23,0.05,0.18,8,15,1,3,1,0,5,3,10,16,0.08,0.29,498,1.17,77,59,996,1992,0.09,3,14.32363636,-1,212,103
Ashley Westwood,638928000,01-04-90,Premier League,2018/2019,Striker,Burnley,1530,1292,England,18,16,31,2822,34,2,7,0,0,44,5,0,0.29,0.22,0.06,7,15,0,2,2,5,5,2,22,22,0,0.14,1411,1.4,64,83,564,403,0.16,8,14.57,-1,55,212
Ryan Sessegnon,958608000,18-05-00,Premier League,2018/2019,Striker,Fulham,1095,1203,England,18,17,20,2298,35,2,6,0,0,58,0,0,0.31,0.23,0.08,4,15,1,1,3,3,3,1,22,36,0.08,0.07,1149,2.27,40,66,0,383,0,6,14.89272727,168,53,182
Neil Leonard Dula Etheridge,634348800,07-02-90,Premier League,2018/2019,Striker,Cardiff City,1710,1710,Philippines,19,19,31,3420,38,0,0,0,0,61,2,0,0,0,0,10,15,0,0,0,0,5,5,34,27,0,0,0,1.61,56,90,1710,0,0.05,17,14.54545455,134,392,363
Martin Dúbravka,600825600,15-01-89,Premier League,2018/2019,Striker,Newcastle United,1710,1710,Slovakia,19,19,32,3420,38,0,0,0,0,44,1,0,0,0,0,11,15,0,0,0,0,5,6,23,21,0,0,0,1.16,78,90,3420,0,0.03,18,14.5,58,317,345
Kevin De Bruyne,678067200,28-06-91,Premier League,2018/2019,Striker,Manchester City,477,497,Belgium,9,10,29,974,19,2,2,0,0,3,2,0,0.37,0.18,0.18,12,16,2,0,0,2,6,6,1,2,0.38,0,487,0.28,325,51,487,487,0.18,10,15.00272727,-1,75,109
Fabinho,751334400,23-10-93,Premier League,2018/2019,Striker,Liverpool,1051,962,Brazil,14,14,27,2013,28,1,2,0,0,13,6,0,0.13,0.09,0.04,15,16,1,0,1,1,7,8,6,7,0.09,0,2013,0.58,155,72,336,1007,0.27,15,15.44181818,-1,166,229
Abdoulaye Doucouré,725846400,01-01-93,Premier League,2018/2019,Striker,Watford,1566,1496,France,18,17,28,3062,35,5,6,0,0,54,7,0,0.32,0.18,0.15,5,16,3,2,2,4,3,2,27,27,0.17,0.12,612,1.59,57,87,437,510,0.21,5,15.05909091,-1,80,124
Ricardo Domingos Barbosa Pereira,749865600,06-10-93,Premier League,2018/2019,Striker,Leicester City,1526,1599,Portugal,17,18,27,3125,35,2,6,0,0,40,7,0,0.23,0.17,0.06,10,16,2,0,3,3,6,4,16,24,0.12,0,1563,1.15,78,89,446,521,0.2,7,15.59636364,52,84,214
João Moutinho,526521600,08-09-86,Premier League,2018/2019,Striker,Wolverhampton Wanderers,1532,1508,Portugal,19,19,34,3040,38,1,8,0,0,37,4,0,0.27,0.24,0.03,9,16,0,1,5,3,7,2,17,20,0,0.06,3040,1.1,82,80,760,380,0.12,11,15.90363636,-1,44,258
Bruno Écuélé Manga,585014400,16-07-88,Premier League,2018/2019,Striker,Cardiff City,1710,1665,Gabon,19,19,32,3375,38,0,1,0,0,59,0,0,0.03,0.03,0,10,16,0,0,1,0,5,5,34,25,0,0,0,1.57,57,89,0,3375,0,24,15.92363636,126,242,337
Bobby Reid,728611200,02-02-93,Premier League,2018/2019,Striker,Cardiff City,725,697,England,11,16,28,1422,27,5,2,1,0,27,0,0,0.44,0.13,0.32,6,17,4,1,1,1,2,4,19,8,0.5,0.13,284,1.71,53,53,0,711,0,2,16.84454545,-1,115,55
Aaron Ramsey,662169600,26-12-90,Premier League,2018/2019,Striker,Arsenal,689,638,Wales,14,14,30,1327,28,4,6,0,0,12,0,0,0.68,0.41,0.27,7,17,2,2,5,1,6,1,2,10,0.26,0.28,332,0.81,111,47,0,221,0,5,16.45090909,-1,8,69
Bernard Anício Caldeira Duarte,715910400,08-09-92,Premier League,2018/2019,Striker,Everton,960,1168,Brazil,16,18,28,2128,34,1,3,0,0,19,5,0,0.17,0.13,0.04,14,17,0,1,1,2,9,5,5,14,0,0.08,2128,0.8,112,63,426,709,0.21,12,16.06727273,-1,117,243
Rúben Diogo Da Silva Neves,858211200,13-03-97,Premier League,2018/2019,Striker,Wolverhampton Wanderers,1451,1558,Portugal,17,18,24,3009,35,4,3,2,0,40,8,0,0.21,0.09,0.12,8,17,3,1,2,1,6,2,19,21,0.19,0.06,752,1.2,75,86,376,1003,0.24,3,16.55636364,-1,162,145
Matt Ritchie,621388800,10-09-89,Premier League,2018/2019,Striker,Newcastle United,1557,1383,Scotland,19,17,31,2940,36,2,8,1,1,37,9,0,0.31,0.24,0.06,11,17,1,1,2,6,5,6,21,16,0.06,0.07,1470,1.13,79,82,327,368,0.28,6,16.97363636,-1,46,216
Kepa Arrizabalaga,781142400,03-10-94,Premier League,2018/2019,Striker,Chelsea,1620,1620,Spain,18,18,26,3240,36,0,0,0,0,38,2,0,0,0,0,14,17,0,0,0,0,9,5,12,26,0,0,0,1.06,85,90,1620,0,0.06,24,16.45454545,39,363,364
Matt Doherty,695520000,16-01-92,Premier League,2018/2019,Striker,Wolverhampton Wanderers,1557,1590,Republic of Ireland,19,19,29,3147,38,4,5,0,0,38,5,0,0.26,0.14,0.11,9,17,1,3,4,1,7,2,18,20,0.06,0.17,787,1.09,83,83,629,629,0.14,5,16.96454545,46,100,155
Fernando Luiz Rosa,484012800,04-05-85,Premier League,2018/2019,Striker,Manchester City,1286,1095,Brazil,15,14,35,2381,29,1,3,0,0,15,5,0,0.15,0.11,0.04,16,18,1,0,3,0,7,9,8,7,0.07,0,2381,0.57,159,82,476,794,0.19,15,17.66363636,-1,132,228
Marcos Alonso,662342400,28-12-90,Premier League,2018/2019,Striker,Chelsea,1338,1423,Spain,15,16,30,2761,31,2,4,0,0,28,6,0,0.2,0.13,0.07,14,18,1,1,3,1,8,6,9,19,0.07,0.06,1381,0.91,99,89,460,690,0.2,10,17.94545455,22,112,191
Michael Keane,726710400,11-01-93,Premier League,2018/2019,Striker,Everton,1350,1620,England,15,18,28,2970,33,1,2,0,0,37,2,0,0.09,0.06,0.03,13,18,0,1,1,1,8,5,15,22,0,0.06,2970,1.12,80,90,1485,1485,0.06,10,17.54363636,49,196,251
Jordan Pickford,762998400,07-03-94,Premier League,2018/2019,Striker,Everton,1710,1710,England,19,19,27,3420,38,0,0,0,0,44,1,0,0,0,0,14,18,0,0,0,0,9,5,20,24,0,0,0,1.16,78,90,3420,0,0.03,14,17.5,57,260,409
Naby Deco Keïta,792374400,10-02-95,Premier League,2018/2019,Striker,Liverpool,729,663,Guinea,14,11,26,1392,25,2,1,0,0,7,0,0,0.19,0.06,0.13,15,19,1,1,1,0,10,5,4,3,0.12,0.14,696,0.45,199,56,0,1392,0,9,18.51636364,-1,190,138
Ross Barkley,755049600,05-12-93,Premier League,2018/2019,Striker,Chelsea,432,809,England,11,16,27,1241,27,3,5,0,0,13,1,0,0.58,0.36,0.22,11,19,1,2,2,3,5,6,5,8,0.21,0.22,414,0.94,95,46,1241,248,0.07,7,18.34181818,-1,12,84
Séamus Coleman,592531200,11-10-88,Premier League,2018/2019,Striker,Everton,1333,1227,Republic of Ireland,15,14,32,2560,29,2,2,0,0,29,1,0,0.14,0.07,0.07,13,19,2,0,0,2,8,5,15,14,0.14,0,1280,1.02,88,88,2560,1280,0.04,8,18.41636364,34,178,197
Víctor Camarasa,770083200,28-05-94,Premier League,2018/2019,Striker,Cardiff City,1267,1312,Spain,16,16,26,2579,32,5,4,1,0,48,6,0,0.31,0.14,0.17,8,19,4,1,1,3,4,4,25,23,0.28,0.07,516,1.68,54,81,430,645,0.21,1,18.48363636,-1,106,111
Diogo José Teixeira da Silva,849657600,04-12-96,Premier League,2018/2019,Striker,Wolverhampton Wanderers,1210,1161,Portugal,16,17,24,2371,33,9,5,0,0,29,11,0,0.53,0.19,0.34,9,19,7,2,3,2,7,2,11,18,0.52,0.16,263,1.1,82,72,216,474,0.42,2,18.69636364,-1,71,52
Patrick van Aanholt,651888000,29-08-90,Premier League,2018/2019,Striker,Crystal Palace,1703,1495,Netherlands,19,17,30,3198,36,3,2,0,0,41,3,0,0.14,0.06,0.08,12,19,2,1,0,2,7,5,19,22,0.11,0.06,1066,1.15,78,89,1066,1599,0.08,6,18.50727273,53,199,184
Jorginho,693187200,20-12-91,Premier League,2018/2019,Striker,Chelsea,1621,1544,Italy,19,18,29,3165,37,2,0,1,0,36,8,0,0.06,0,0.06,16,19,0,2,0,0,10,6,12,24,0,0.12,1583,1.02,88,86,396,0,0.23,11,18.89272727,-1,375,213
Nathan Redmond,762912000,06-03-94,Premier League,2018/2019,Striker,Southampton,1633,1643,England,19,19,27,3276,38,6,4,0,0,53,3,0,0.27,0.11,0.16,7,19,4,2,2,2,3,4,22,31,0.22,0.11,546,1.46,62,86,1092,819,0.08,3,18.85818182,-1,137,116
Nathan Aké,793065600,18-02-95,Premier League,2018/2019,Striker,AFC Bournemouth,1710,1702,Netherlands,19,19,26,3412,38,4,0,0,0,66,3,0,0.11,0,0.11,10,19,3,1,0,0,6,4,23,43,0.16,0.05,853,1.74,52,90,1137,0,0.08,5,18.72,148,337,150
Mark Noble,547430400,08-05-87,Premier League,2018/2019,Striker,West Ham United,1147,1161,England,15,16,33,2308,31,5,5,4,0,29,7,1,0.39,0.19,0.19,7,20,2,3,4,1,4,3,12,17,0.16,0.23,462,1.13,80,74,289,462,0.31,5,19.40636364,-1,70,96
Kyle Walker,643852800,28-05-90,Premier League,2018/2019,Striker,Manchester City,1245,1532,England,15,18,30,2777,33,1,1,0,0,17,3,0,0.06,0.03,0.03,18,20,1,0,0,1,7,11,9,8,0.07,0,2777,0.55,163,84,926,2777,0.1,14,19.66545455,10,248,250
Lucas Digne,743126400,20-07-93,Premier League,2018/2019,Striker,Everton,1511,1479,France,17,18,27,2990,35,4,4,0,0,36,6,1,0.24,0.12,0.12,14,20,2,2,2,2,9,5,16,20,0.12,0.12,748,1.08,83,85,427,748,0.21,5,19.75272727,42,125,147
James Maddison,848707200,23-11-96,Premier League,2018/2019,Striker,Leicester City,1535,1315,England,18,18,24,2850,36,7,7,1,1,39,5,1,0.44,0.22,0.22,8,20,3,4,4,3,5,3,18,21,0.18,0.27,407,1.23,73,79,570,407,0.16,2,19.92545455,-1,60,83
James McArthur,560563200,07-10-87,Premier League,2018/2019,Striker,Crystal Palace,1506,1565,Scotland,19,19,33,3071,38,3,6,0,0,44,7,0,0.26,0.18,0.09,12,20,1,2,1,5,7,5,19,25,0.06,0.12,1024,1.29,70,81,439,512,0.21,7,19.03,-1,74,179
Xherdan Shaqiri,687052800,10-10-91,Premier League,2018/2019,Striker,Liverpool,538,520,Switzerland,12,12,29,1058,24,6,3,0,0,5,2,0,0.77,0.26,0.51,12,21,5,1,0,3,7,5,3,2,0.84,0.17,176,0.43,212,44,529,353,0.17,4,20.49454545,-1,39,15
Jordan Henderson,645580800,17-06-90,Premier League,2018/2019,Striker,Liverpool,925,1058,England,16,16,30,1983,32,1,3,0,0,11,3,1,0.18,0.14,0.05,19,21,0,1,2,1,10,9,4,7,0,0.09,1983,0.5,180,62,661,661,0.14,14,20.37,-1,102,217
Felipe Anderson Pereira Gomes,734832000,15-04-93,Premier League,2018/2019,Striker,West Ham United,1439,1615,Brazil,17,19,27,3054,36,9,4,0,0,43,3,0,0.38,0.12,0.27,6,21,4,5,2,2,3,3,21,22,0.25,0.28,339,1.27,71,85,1018,764,0.09,2,20.17909091,-1,130,70
Ruben Loftus-Cheek,822355200,23-01-96,Premier League,2018/2019,Striker,Chelsea,507,476,England,12,12,25,983,24,6,2,0,0,8,0,0,0.73,0.18,0.55,12,22,3,3,2,0,9,3,2,6,0.53,0.57,164,0.73,123,41,0,492,0,3,21.18727273,-1,83,11
Pedro Rodriguez,554428800,28-07-87,Premier League,2018/2019,Striker,Chelsea,958,822,Spain,15,16,33,1780,31,8,2,0,0,18,2,0,0.51,0.1,0.4,11,22,6,2,2,0,7,4,7,11,0.56,0.22,223,0.91,99,57,890,890,0.1,2,21.64636364,-1,144,35
Wilfried Zaha,721353600,10-11-92,Premier League,2018/2019,Striker,Crystal Palace,1347,1694,Côte d'Ivoire,15,19,28,3041,34,10,5,0,0,45,10,1,0.44,0.15,0.3,10,22,1,9,3,2,5,5,18,27,0.07,0.48,304,1.33,68,89,304,608,0.3,2,21.48090909,-1,92,63
David Luiz,546048000,22-04-87,Premier League,2018/2019,Striker,Chelsea,1709,1530,Brazil,19,17,33,3239,36,3,2,0,0,35,3,0,0.14,0.06,0.08,16,22,3,0,1,1,10,6,12,23,0.16,0,1080,0.97,93,90,1080,1620,0.08,9,21.96181818,27,198,186
Cesar Azpilicueta,620265600,28-08-89,Premier League,2018/2019,Striker,Chelsea,1693,1710,Spain,19,19,31,3403,38,1,5,0,0,38,4,0,0.16,0.13,0.03,16,22,0,1,3,2,10,6,12,26,0,0.05,3403,1,90,90,851,681,0.11,14,21.27454545,33,116,260
Ederson,745545600,17-08-93,Premier League,2018/2019,Striker,Manchester City,1710,1710,Brazil,19,19,27,3420,38,0,1,0,0,23,2,0,0.03,0.03,0,20,22,0,0,1,0,9,11,12,11,0,0,0,0.61,149,90,1710,3420,0.05,21,21.65090909,13,240,366
Lucas Rodrigues Moura da Silva,713664000,13-08-92,Premier League,2018/2019,Striker,Tottenham Hotspur,1040,1087,Brazil,15,17,28,2127,32,10,0,0,0,16,3,0,0.42,0,0.42,12,23,6,4,0,0,7,5,9,7,0.52,0.33,213,0.68,133,66,709,0,0.13,3,22.79454545,-1,279,30
Alisson Becker,717984000,02-10-92,Premier League,2018/2019,Striker,Liverpool,1710,1710,Brazil,19,19,28,3420,38,0,0,0,0,19,1,0,0,0,0,21,23,0,0,0,0,12,9,8,11,0,0,0,0.5,180,90,3420,0,0.03,16,22.22727273,3,387,417
Riyad Mahrez,667094400,21-02-91,Premier League,2018/2019,Striker,Manchester City,647,692,Algeria,14,13,30,1339,27,7,4,0,1,9,0,0,0.74,0.27,0.47,13,24,1,6,2,2,6,7,4,5,0.14,0.78,191,0.6,149,50,0,335,0,6,23.29818182,-1,32,22
Trent Alexander-Arnold,907718400,07-10-98,Premier League,2018/2019,Striker,Liverpool,1266,1201,England,15,14,22,2467,29,1,12,0,0,14,3,0,0.47,0.44,0.04,16,24,0,1,8,4,11,5,4,10,0,0.07,2467,0.51,176,85,822,206,0.11,13,23.72272727,6,6,233
İlkay Gündoğan,656726400,24-10-90,Premier League,2018/2019,Striker,Manchester City,985,1150,Germany,15,16,30,2135,31,6,3,0,0,15,3,0,0.38,0.13,0.25,15,24,4,2,0,3,6,9,8,7,0.37,0.16,356,0.63,142,69,712,712,0.13,8,23.12363636,-1,120,78
Aymeric Laporte,769996800,27-05-94,Premier League,2018/2019,Striker,Manchester City,1526,1531,France,17,18,26,3057,35,3,3,0,0,21,3,0,0.18,0.09,0.09,18,24,0,3,3,0,8,10,11,10,0,0.18,1019,0.62,146,87,1019,1019,0.09,9,23.26909091,14,158,176
N'Golo Kanté,670204800,29-03-91,Premier League,2018/2019,Striker,Chelsea,1579,1517,France,19,17,30,3096,36,4,4,0,0,37,3,0,0.23,0.12,0.12,15,24,2,2,3,1,10,5,12,25,0.11,0.12,774,1.08,84,86,1032,774,0.09,6,23.33363636,-1,126,141
Georginio Wijnaldum,658281600,11-11-90,Premier League,2018/2019,Striker,Liverpool,1413,1322,Netherlands,18,17,30,2735,35,3,0,0,0,15,3,0,0.1,0,0.1,21,25,1,2,0,0,12,9,6,9,0.06,0.14,912,0.49,182,78,912,0,0.1,8,24.06363636,-1,416,164
Andros Townsend,679622400,16-07-91,Premier League,2018/2019,Striker,Crystal Palace,1571,1447,England,19,19,29,3018,38,6,4,0,0,44,1,0,0.3,0.12,0.18,12,25,2,4,2,2,7,5,20,24,0.11,0.25,503,1.31,69,79,3018,755,0.03,3,24.1,-1,127,102
James Milner,505180800,04-01-86,Premier League,2018/2019,Striker,Liverpool,646,1139,England,12,19,35,1785,31,5,4,3,0,11,7,1,0.45,0.2,0.25,18,27,0,5,2,2,9,9,4,7,0,0.4,357,0.55,162,58,255,446,0.35,5,26.9,-1,65,81
Christian Eriksen,698025600,14-02-92,Premier League,2018/2019,Striker,Tottenham Hotspur,1457,1315,Denmark,18,17,29,2772,35,8,12,0,0,34,3,0,0.65,0.39,0.26,10,27,6,2,8,4,6,4,14,20,0.37,0.14,347,1.1,82,79,924,231,0.1,4,26.89090909,-1,10,76
Andrew Robertson,763344000,11-03-94,Premier League,2018/2019,Striker,Liverpool,1599,1620,Scotland,18,18,27,3219,36,0,11,0,0,17,4,0,0.31,0.31,0,21,27,0,0,9,2,12,9,7,10,0,0,0,0.48,189,89,805,293,0.11,20,26.66545455,2,19,418
David Silva,505526400,08-01-86,Premier League,2018/2019,Striker,Manchester City,1088,1323,Spain,16,17,35,2411,33,6,8,0,0,14,3,0,0.52,0.3,0.22,17,28,4,2,3,5,8,9,7,7,0.33,0.14,402,0.52,172,73,804,301,0.11,7,27.81272727,-1,22,88
Virgil van Dijk,678931200,08-07-91,Premier League,2018/2019,Striker,Liverpool,1675,1710,Netherlands,19,19,29,3385,38,4,2,0,0,19,1,0,0.16,0.05,0.11,21,28,2,2,1,1,12,9,8,11,0.11,0.11,846,0.51,178,89,3385,1693,0.03,6,27.54727273,5,201,152
